Index,Date,Temperature F,Precipitation,Wind Speed (mph),Dew Point F,Sea Level Pressure (mBARs)
1541,21/3/11,79.7,0,6.9,48.1,1006.8
1542,22/3/11,79.4,0,11.85,64.3,1007.1
1543,23/3/11,80.6,0,5.98,60.4,1007.8
1544,24/3/11,82,0,4.03,57.1,1009.2
1545,25/3/11,84.2,0,4.6,50.9,1009
1546,26/3/11,82.1,0,9.21,54.2,1010
1547,27/3/11,85.7,0,12.66,62,1008
1548,28/3/11,86.3,0,16.11,60.7,1006.2
1549,29/3/11,83.8,0,11.51,61,1007.9
1550,30/3/11,85.4,0,14.38,52.7,1009
1551,31/3/11,80.6,0,8.06,63.7,1007.8
1552,1/4/11,84.1,0,7.13,50.5,1008.4
1553,2/4/11,81.8,0,5.29,36.4,1009.3
1554,3/4/11,81.9,0,1.96,26.4,1011.2
1555,4/4/11,85,0,3.34,26.2,1010.6
1556,5/4/11,85.3,0,6.1,40.3,1009.7
1557,6/4/11,81.1,0,7.25,54.9,1009.1
1558,7/4/11,83.5,0,8.75,51.4,1010.4
1559,8/4/11,86.0875,0,8.42041666666667,52.7041666666667,1008.06666666667
1560,9/4/11,86.0875,0,8.42041666666667,52.7041666666667,1008.06666666667
1561,10/4/11,84.4,0,14.96,63,1009.5
1562,11/4/11,81.2,0,10.82,62.6,1010.6
1563,12/4/11,81.8,0,7.94,60.9,1010.6
1564,13/4/11,86.9,0,5.18,62.2,1009.8
1565,14/4/11,89.2,0,3.8,65,1007.3
1566,15/4/11,89,0,10.47,66,1005.4
1567,16/4/11,86.8,0,8.52,65.8,1006.6
1568,17/4/11,83.4,0,10.24,61.4,1009.4
1569,18/4/11,87.2,0,9.21,61.3,1007
1570,19/4/11,84.7,0,10.47,59.5,1006.5
1571,20/4/11,91.7,0,4.72,38.6,1006.8
1572,21/4/11,90.1,0,4.95,45.7,1007
1573,22/4/11,90.2,0,6.33,46.8,1006.5
1574,23/4/11,86.0875,0,8.42041666666667,52.7041666666667,1008.06666666667
1575,24/4/11,91.8,0,10.24,38.9,1004.9
1576,25/4/11,87,0,11.74,55,1005.5
1577,26/4/11,88.9,0,10.59,58.6,1006.2
1578,27/4/11,86.0875,0,8.42041666666667,52.7041666666667,1008.06666666667
1579,28/4/11,86.0875,0,8.42041666666667,52.7041666666667,1008.06666666667
1580,29/4/11,86.0875,0,8.42041666666667,52.7041666666667,1008.06666666667
1581,30/4/11,89.1,0,22.09,67.5,1005.3
1582,1/5/11,90.6,0,18.07,67.3,1005
1583,2/5/11,89.8,0,22.44,68.9,1002.9
1584,3/5/11,87.5,0,27.85,72.8,1002.3
1585,4/5/11,87.8,0,25.55,70.7,1002.6
1586,5/5/11,84.8,0,21.06,68.8,1003.3
1587,6/5/11,90,0,9.44,68,1003.4
1588,7/5/11,92.7,0,13.46,65.3,1003.2
1589,8/5/11,83.7,0,15.65,71.9,1002
1590,9/5/11,88.4,0,21.86,71.5,1001.9
1591,10/5/11,89.6,0,24.28,72.1,1001.7
1592,11/5/11,89,0,20.14,73.8,1002.3
1593,12/5/11,91.5,0,15.77,70.6,1001.7
1594,13/5/11,91.7,0,15.65,73.1,1001.8
1595,14/5/11,91.6,0,15.77,69.5,1002.5
1596,15/5/11,92.8,0,20.37,66,1003.2
1597,16/5/11,91,0,16.92,74.2,1005
1598,17/5/11,89.9,0,12.2,75,1005.8
1599,18/5/11,89.7,0,18.07,76.4,1003.3
1600,19/5/11,90.0666666666667,0,21.0946666666667,72.3833333333333,1002.07
1601,20/5/11,92.8,0,26.12,75.3,997.5
1602,21/5/11,94.4,0,11.51,73.7,994.3
1603,22/5/11,90.6,0,29,77.5,998.3
1604,23/5/11,90.2,0,17.49,75.2,1002.7
1605,24/5/11,89,0,29.58,75.3,1002.3
1606,25/5/11,89.9,0,32.45,73.6,1002
1607,26/5/11,90.5,0,26.24,73.6,1003
1608,27/5/11,90.9,0,25.89,75.2,1003
1609,28/5/11,91,0,22.33,73.6,1003.2
1610,29/5/11,91.1,0,26.7,73,1003
1611,30/5/11,89,0,20.71,74.5,1001.3
1612,31/5/11,90.5,0,30.27,75.1,997.6
1613,1/6/11,90.7,0,28.77,77.7,995.9
1614,2/6/11,91.4,0,13.46,77.2,1000.1
1615,3/6/11,92.3,0,9.67,74.7,1002.5
1616,4/6/11,96.9,0,6.9,66.8,1000
1617,5/6/11,98.8,0,12.31,61.6,998.3
1618,6/6/11,99.9,0.28,14.96,65.7,999
1619,7/6/11,95.6,0,16.11,72.4,997.8
1620,8/6/11,94.4,0,21.06,80.1,995.8
1621,9/6/11,89.6,0,23.48,77.8,996.1
1622,10/6/11,91.1,0,28.31,76.2,995.2
1623,11/6/11,90.5,0,33.26,74.8,995.5
1624,12/6/11,89.9,0,27.62,76.6,997.6
1625,13/6/11,89.2,0,16.8,76.8,998.8
1626,14/6/11,90.9,0,20.14,75.9,999.2
1627,15/6/11,89.1,0,33.83,76.3,997.1
1628,16/6/11,89.1,0,32.8,76.8,995.2
1629,17/6/11,91.9,0,34.06,78.3,992.9
1630,18/6/11,91.2,0,29.92,79.9,994
1631,19/6/11,91,0,28.77,77.1,994.7
1632,20/6/11,90.7,0,33.6,77.3,995.6
1633,21/6/11,91.4,0,32.45,75.4,996.9
1634,22/6/11,89.4,0,32.11,75.1,995
1635,23/6/11,91.9,0,32.22,74.5,994.8
1636,24/6/11,89.6,0,34.41,74.9,995.8
1637,25/6/11,89.4,0,34.41,75.3,993.7
1638,26/6/11,88.9,0,34.98,77.5,992.8
1639,27/6/11,90.5,0,27.5,77.3,994.1
1640,28/6/11,86.9,0,32.22,76.2,994.1
1641,29/6/11,87.9,0,31.07,76,995.1
1642,30/6/11,88.4,0,31.3,75.9,996.5
1643,1/7/11,88.4,0,31.3,74.7,996.9
1644,2/7/11,88.4,0,21.52,76,997.2
1645,3/7/11,88.2,0,15.19,74.9,998.1
1646,4/7/11,88.2,0,12.08,75.2,1001.3
1647,5/7/11,89.7,0,11.39,73.6,1001.5
1648,6/7/11,90.6,0,10.82,73.8,1000.6
1649,7/7/11,94.9,0,18.64,73.1,998.1
1650,8/7/11,91.2,0,20.14,75.4,999.9
1651,9/7/11,90.2,0,18.76,75.9,999.7
1652,10/7/11,90.2,0,26.12,73.1,999.3
1653,11/7/11,89.4,0,28.42,73.4,999.1
1654,12/7/11,89.7,0,29.58,73.2,997.1
1655,13/7/11,89,0,30.15,75.3,996.6
1656,14/7/11,88.7,0,25.32,76.4,995.2
1657,15/7/11,88.5,0,19.91,76,995
1658,16/7/11,90.6,0,12.66,76.9,995.5
1659,17/7/11,93.2,0,10.93,74.4,995.8
1660,18/7/11,94,0,13.23,75.8,995.4
1661,19/7/11,89.2,0,22.56,74.9,996.1
1662,20/7/11,88.9,0,33.26,73.5,993.9
1663,21/7/11,87.9,0,34.41,73.9,995.1
1664,22/7/11,87.9,0,27.27,74.5,995.3
1665,23/7/11,88.6,0,17.72,75.2,995.4
1666,24/7/11,89.3,0,10.01,77,997.6
1667,25/7/11,91.1,0.12,7.6,77.8,999.4
1668,26/7/11,87.4,0,1.38,80.5,1000.9
1669,27/7/11,89,0.16,9.44,78.9,1000.1
1670,28/7/11,87.6,0,19.1,76.5,999
1671,29/7/11,89,0,19.1,72.6,999
1672,30/7/11,89.6,0,17.26,75.6,997.4
1673,31/7/11,89.4,0,15.88,75,996.3
1674,1/8/11,89.3,0,19.45,74.7,996.3
1675,2/8/11,89.3,0,18.07,75.5,997
1676,3/8/11,87.6,0,13.46,75.5,997.5
1677,4/8/11,87.9,0,15.54,75.3,996.9
1678,5/8/11,88.8,0,16.46,75.8,996.6
1679,6/8/11,89.9,0,22.67,74.9,995.4
1680,7/8/11,88.2,0,18.76,75.8,995.1
1681,8/8/11,89.7,0,14.04,77.7,994.9
1682,9/8/11,88.6,0,6.1,77.8,996.7
1683,10/8/11,86.1758620689655,0.189310344827586,12.3886206896552,76.5068965517242,999.020689655172
1684,11/8/11,78.6,3.78,12.66,76,996.3
1685,12/8/11,81.9,0.89,12.08,77.8,995.5
1686,13/8/11,84.6,0,7.25,77.9,996.8
1687,14/8/11,86.6,0,7.13,77.4,1000.5
1688,15/8/11,87.9,0,9.44,78.2,999.4
1689,16/8/11,84.3,0,17.72,76.1,999
1690,17/8/11,83.5,0,13,76.4,1000.2
1691,18/8/11,85.7,0,16.11,76.1,1000.7
1692,19/8/11,86.6,0,13.46,74.6,1001.5
1693,20/8/11,88.1,0,12.43,74.9,1002.8
1694,21/8/11,84.8,0,4.95,76.9,1002.5
1695,22/8/11,87.3,0.04,3.91,79,1002.3
1696,23/8/11,87.1,0,13.23,77.9,1002
1697,24/8/11,85.1,0,15.42,76.2,1000.3
1698,25/8/11,86.1758620689655,0.189310344827586,12.3886206896552,76.5068965517242,999.020689655172
1699,26/8/11,86.4,0,8.63,77,1002.6
1700,27/8/11,89.9,0,7.25,77.4,1000.4
1701,28/8/11,87.8,0,4.03,76.2,1000.5
1702,29/8/11,84.8,0.02,5.64,77.2,1000.9
1703,30/8/11,79.8,0.16,17.49,76,1000.8
1704,31/8/11,79,0.6,12.89,76.5,1000.2
1705,1/9/11,80.3,0.07,8.29,77.3,999.5
1706,2/9/11,80.2,1.08,11.85,77,999.6
1707,3/9/11,84,0,9.21,77.3,999.3
1708,4/9/11,84.3,0,8.06,77.6,998.9
1709,5/9/11,84.9,1.14,12.08,79.2,998
1710,6/9/11,83,0.13,9.21,78.6,997.5
1711,7/9/11,82,0.09,6.56,78.8,997.1
1712,8/9/11,80,0.46,3.22,78.2,997.6
1713,9/9/11,84.1,0.47,3.57,79.4,1000.1
1714,10/9/11,83.4,0,4.95,78,1002.4
1715,11/9/11,87.4,0,1.61,79.8,1001.5
1716,12/9/11,81.5,0.28,6.9,78.2,1000
1717,13/9/11,81.8,6.02,5.87,76.8,999.7
1718,14/9/11,83.1,0,5.06,78.1,1001.8
1719,15/9/11,83.1310344827586,0.341379310344828,9.57137931034483,76.7586206896552,1002.40689655172
1720,16/9/11,83,0,8.75,78,1000.2
1721,17/9/11,81.1,0.16,9.55,77.7,1001.3
1722,18/9/11,82.4,0,13.46,75.4,1002.7
1723,19/9/11,84.1,0,12.77,75.3,1005
1724,20/9/11,83.4,0,12.89,75.6,1006.1
1725,21/9/11,84.8,0,12.66,75.4,1004.4
1726,22/9/11,84.2,0,11.51,76.2,1004.5
1727,23/9/11,84.7,0,11.16,75.5,1005.5
1728,24/9/11,83.9,0,12.31,75.1,1005.8
1729,25/9/11,83.2,0,13.81,74.4,1006.7
1730,26/9/11,82.7,0,12.31,74.5,1007.5
1731,27/9/11,83.4,0,13.12,74.6,1006.5
1732,28/9/11,83.6,0,13.81,74.5,1006.2
1733,29/9/11,82.8,0,12.43,74.7,1006.8
1734,30/9/11,83.5,0,10.59,74.8,1007.6
1735,1/10/11,83.7,0,14.15,74.1,1007
1736,2/10/11,82.9,0,16.11,73.6,1006.1
1737,3/10/11,83,0,15.19,73.4,1006
1738,4/10/11,82.3,0,12.08,72.7,1006.5
1739,5/10/11,83,0,12.2,71.7,1009.5
1740,6/10/11,82.2,0,9.44,71.6,1011.3
1741,7/10/11,81.6,0,7.25,72.1,1010.6
1742,8/10/11,81.5,0,3.91,71.4,1010.7
1743,9/10/11,82.5,0,3.11,69.5,1011.6
1744,10/10/11,83.4,0,3.8,67.3,1012.1
1745,11/10/11,83.6,0,1.73,65.6,1011.8
1746,12/10/11,85.2,0,2.65,63.3,1012.1
1747,13/10/11,86,0,5.98,64.7,1009.6
1748,14/10/11,84,0,2.53,65.7,1008.7
1749,15/10/11,85.8,0,1.27,62.5,1007.2
1750,16/10/11,84.4,0,5.41,58.2,1007.2
1751,17/10/11,84.5,0,2.65,59.2,1008.3
1752,18/10/11,84.2,0,1.96,65.2,1009.8
1753,19/10/11,85.4,0,4.26,62,1007.3
1754,20/10/11,84.2,0,7.25,63.5,1006.9
1755,21/10/11,81.1,0,5.87,68.4,1008.7
1756,22/10/11,83.4,0,11.16,67.2,1010.1
1757,23/10/11,81.8,0,7.25,56.8,1011
1758,24/10/11,79.8,0,4.37,64.6,1012.3
1759,25/10/11,79.8,0,3.91,62.5,1011.4
1760,26/10/11,81.4,0,8.52,56.2,1013.2
1761,27/10/11,78.4,0,3.91,50.6,1012.6
1762,28/10/11,81.1,0,1.38,50.8,1011
1763,29/10/11,79.4,0,1.15,54.6,1010.8
1764,30/10/11,80.2,0,1.38,55.1,1009.7
1765,31/10/11,79.7,0,2.3,60.4,1009.9
1766,1/11/11,81.5,0,4.26,63.6,1010.2
1767,2/11/11,80.5,0,4.95,69,1009.2
1768,3/11/11,80.5,0,3.91,68.7,1009.2
1769,4/11/11,81.4,0,2.3,66.5,1010.4
1770,5/11/11,80.9,0,2.65,65,1011.6
1771,6/11/11,82.5,0,1.73,61,1011.2
1772,7/11/11,83.6,0,1.5,60.3,1010.5
1773,8/11/11,81.2,0,5.52,60.4,1011.3
1774,9/11/11,78,0,4.95,64.3,1012
1775,10/11/11,79.3,0,3.91,63.9,1012.1
1776,11/11/11,79.7,0,3.8,64.2,1012.8
1777,12/11/11,82.1,0,2.3,64.6,1011.2
1778,13/11/11,81.1,0,1.5,64.9,1011.6
1779,14/11/11,79.8,0,1.96,62.8,1012.7
1780,15/11/11,75.7,0,4.26,61.6,1013.6
1781,16/11/11,81.3,0,5.52,55.4,1013.4
1782,17/11/11,79.5,0,10.59,62.8,1012.8
1783,18/11/11,79,0,11.39,65.7,1011.6
1784,19/11/11,79.3,0,2.19,66.4,1012.5
1785,20/11/11,76.4,0,3.11,64.9,1015.2
1786,21/11/11,79.3,0,2.99,59.3,1016.2
1787,22/11/11,77.9,0,1.15,57.9,1014.8
1788,23/11/11,76.1,0,0.92,53.9,1014.1
1789,24/11/11,74,0,5.29,53.7,1014.1
1790,25/11/11,73.8,0,3.68,54.4,1014
1791,26/11/11,74.3,0,5.29,55.3,1012.3
1792,27/11/11,74.2,0,6.67,54.2,1012.4
1793,28/11/11,76.1,0,9.21,50.5,1012.4
1794,29/11/11,75.8,0,10.13,50.7,1013.1
1795,30/11/11,75.2,0,6.33,53.2,1012.2
1796,1/12/11,73,0,1.15,53.7,1012
1797,2/12/11,78.2,0,8.4,51.2,1012.3
1798,3/12/11,77.4,0,1.04,58.5,1010.3
1799,4/12/11,76.7,0,0.92,61.2,1009.4
1800,5/12/11,72.4,0,5.87,57.5,1010.6
1801,6/12/11,71.9,0,11.05,43.7,1012.2
1802,7/12/11,69,0,8.86,46.7,1013.2
1803,8/12/11,68,0,8.86,48.8,1013.7
1804,9/12/11,65.3,0,4.26,40.8,1015.1
1805,10/12/11,61.5,0,0,39.6,1015.5
1806,11/12/11,68.7,0,4.6,46.2,1013.6
1807,12/12/11,70.6,0,4.26,56.8,1014.6
1808,13/12/11,68.5,0,11.16,49.1,1016.6
1809,14/12/11,66.8,0,1.84,44.6,1017
1810,15/12/11,65,0,1.38,41.1,1016.1
1811,16/12/11,64.5,0,3.68,43,1016.1
1812,17/12/11,63.2,0,2.3,41.6,1015.1
1813,18/12/11,63.2,0,0.69,42.2,1015.5
1814,19/12/11,66.1,0,2.99,47.2,1014.8
1815,20/12/11,61.8,0,4.6,38.9,1015.2
1816,21/12/11,59.9,0,10.82,44.1,1017.6
1817,22/12/11,60.5,0,12.31,38.7,1017.7
1818,23/12/11,59.6,0,9.44,31.7,1016.9
1819,24/12/11,60.2,0,3.22,32.3,1014.9
1820,25/12/11,60.2,0,8.06,35.4,1014.9
1821,26/12/11,60.5,0,2.65,37.2,1014.6
1822,27/12/11,62.2,0,5.52,37.7,1015.4
1823,28/12/11,61.2,0,11.74,39.8,1017.2
1824,29/12/11,63.5,0,11.16,38.8,1018.1
1825,30/12/11,61.2,0,7.94,41.8,1018.1
1826,31/12/11,66.0266666666667,0,5.69233333333333,44.33,1014.81
1827,1/1/12,62.3464285714286,0.01,5.05892857142857,42.6607142857143,1015.48571428571
1828,2/1/12,60.6,0,1.38,37.4,1016.2
1829,3/1/12,63.3,0,2.07,38.8,1014
1830,4/1/12,68.8,0,4.83,55.9,1011.4
1831,5/1/12,64.5,0,4.95,47,1014.7
1832,6/1/12,61.7,0,2.3,39.9,1015
1833,7/1/12,58.2,0,8.52,40.6,1016.8
1834,8/1/12,56.8,0,10.24,35.9,1021.4
1835,9/1/12,56.9,0,1.38,41.5,1019.6
1836,10/1/12,59.1,0,4.26,38.6,1020
1837,11/1/12,62.7,0,2.65,40,1019.6
1838,12/1/12,62.5,0,1.27,42.8,1018.8
1839,13/1/12,66.9,0,5.75,46.2,1016.6
1840,14/1/12,65.9,0,6.9,57.4,1014.2
1841,15/1/12,71.6,0,10.7,61.2,1010.3
1842,16/1/12,63.5,0.28,1.15,47.8,1010.2
1843,17/1/12,59.5,0,0.69,39,1010.6
1844,18/1/12,61.2,0,3.68,40.6,1009.6
1845,19/1/12,61.9,0,4.37,39.4,1011.7
1846,20/1/12,61.2,0,4.37,37.6,1015.1
1847,21/1/12,61.1,0,11.28,40.6,1014.9
1848,22/1/12,60,0,9.55,44.8,1014.7
1849,23/1/12,62.3464285714286,0.01,5.05892857142857,42.6607142857143,1015.48571428571
1850,24/1/12,62.3464285714286,0.01,5.05892857142857,42.6607142857143,1015.48571428571
1851,25/1/12,59.4,0,10.24,43.7,1016.5
1852,26/1/12,61.2,0,8.29,41.7,1017.5
1853,27/1/12,63.5,0,2.3,42.2,1015.3
1854,28/1/12,63.5,0,4.03,39.5,1015.4
1855,29/1/12,64.4,0,6.21,34.6,1017.1
1856,30/1/12,62.2,0,3.34,38.4,1017.7
1857,31/1/12,63.6,0,4.95,41.4,1018.7
1858,1/2/12,65,0,3.68,40.3,1019.6
1859,2/2/12,65.8,0,3.11,41,1017
1860,3/2/12,64.4,0,2.88,44,1015.6
1861,4/2/12,65.8,0,5.98,49.7,1013.7
1862,5/2/12,62.6,0,11.74,34.9,1017.6
1863,6/2/12,60.5,0,10.13,31.7,1018.4
1864,7/2/12,55.5,0,6.33,24.1,1017.1
1865,8/2/12,54,0,4.03,24.6,1017.1
1866,9/2/12,59,0,2.3,28.1,1017.1
1867,10/2/12,64,0,1.73,32.9,1015.4
1868,11/2/12,65.2,0,6.9,53.5,1012.2
1869,12/2/12,65.4,0,7.6,43,1011
1870,13/2/12,62,0,5.41,45.4,1013.2
1871,14/2/12,62.8,0,12.08,26.9,1016.7
1872,15/2/12,63.5,0,7.25,27.4,1016
1873,16/2/12,62.9,0,2.65,30.7,1014.7
1874,17/2/12,64.9,0,8.86,30.3,1015.7
1875,18/2/12,65.1,0,12.08,34.9,1016.9
1876,19/2/12,69.6,0,7.25,37.6,1014.7
1877,20/2/12,72.7,0,6.1,46.3,1010
1878,21/2/12,73.3,0,3.91,60.2,1009.1
1879,22/2/12,67.9,0,11.16,34.6,1012.3
1880,23/2/12,65,0,7.25,26.2,1013.1
1881,24/2/12,62.9,0,9.21,18.6,1013.6
1882,25/2/12,66,0,9.44,28.4,1012.9
1883,26/2/12,67.6,0,13.12,33.9,1012.6
1884,27/2/12,71.3,0,3.45,36.1,1009.9
1885,28/2/12,72.7,0,3.45,41.7,1007.7
1886,29/2/12,74.3,0,9.55,53.4,1004.8
1887,1/3/12,74.9,0,4.03,58.2,1006.3
1888,2/3/12,74.9,0,6.33,59.6,1006.7
1889,3/3/12,79.6,0,11.28,57.6,1005.6
1890,4/3/12,77.3,0,18.07,64.4,1006.9
1891,5/3/12,76.4,0,9.21,53,1006.5
1892,6/3/12,71.1,0,3.68,44.1,1007.5
1893,7/3/12,71.2,0,5.52,39.2,1008.6
1894,8/3/12,69.3,0,5.52,27.5,1010.3
1895,9/3/12,69.2,0,3.8,31.8,1009.4
1896,10/3/12,71.2,0,5.52,48.5,1008.9
1897,11/3/12,71.5,0,4.95,50.1,1009.6
1898,12/3/12,72.6,0,6.56,51.6,1012.8
1899,13/3/12,74.8,0,1.61,45.3,1015.3
1900,14/3/12,77,0,8.29,52.2,1013.6
1901,15/3/12,76.4,0,4.83,54.9,1012.1
1902,16/3/12,79.5,0,12.89,55,1009.9
1903,17/3/12,82,0,10.82,59.2,1008.7
1904,18/3/12,79.4,0,13,57.3,1008.6
1905,19/3/12,84.9,0,12.89,50.6,1009.2
1906,20/3/12,74.8,0,2.3,27.9,1011.7
1907,21/3/12,71.8,0,7.25,36.7,1012.6
1908,22/3/12,74,0,4.03,38.1,1013
1909,23/3/12,78,0,4.03,42.1,1012.6
1910,24/3/12,81.9,0,4.6,52.3,1011.7
1911,25/3/12,82.4,0,7.48,50.7,1010.1
1912,26/3/12,85,0,6.56,57.3,1009.9
1913,27/3/12,85.9,0,4.95,56.7,1010.3
1914,28/3/12,82,0,10.01,56.9,1013.8
1915,29/3/12,77.5266666666667,0,7.158,49.4433333333333,1009.89
1916,30/3/12,88.4,0,6.9,55.8,1007.4
1917,31/3/12,88.4,0,7.83,48.7,1007.1
1918,1/4/12,84.7,0,8.06,61.6,1008.2
1919,2/4/12,86.8,0,5.75,64.3,1009.4
1920,3/4/12,88.9,0,4.6,62.5,1010.8
1921,4/4/12,89.5,0,5.18,59.3,1008.8
1922,5/4/12,89.9,0,5.06,55.6,1006.1
1923,6/4/12,90.8,0,7.83,57.8,1004.8
1924,7/4/12,87.9,0,9.78,64.6,1005
1925,8/4/12,85.4,0,12.08,68.3,1005.2
1926,9/4/12,88.4,0,8.29,65,1005.6
1927,10/4/12,88,0,12.89,62.4,1005
1928,11/4/12,91,0,13,61,1004
1929,12/4/12,83.4,0,8.86,63.2,1003
1930,13/4/12,85,0.35,12.08,65.5,1003.6
1931,14/4/12,83.5,0,0.46,66.8,1008.1
1932,15/4/12,86.6,0.04,4.83,62.4,1009.1
1933,16/4/12,88.4,0,17.26,58.3,1006.3
1934,17/4/12,87.5,0,17.26,56.4,1004.5
1935,18/4/12,87,0,10.93,58,1005.6
1936,19/4/12,81.1,0,11.16,66.8,1008.1
1937,20/4/12,81.4,0,9.67,64.5,1009.3
1938,21/4/12,83.8,0,8.4,60.3,1009.5
1939,22/4/12,84.1,0,13.81,67.2,1006.1
1940,23/4/12,84.2,0,9.21,66,1003.9
1941,24/4/12,85.9,0.04,4.95,65.3,1005.6
1942,25/4/12,85.3,0,8.06,64.9,1006
1943,26/4/12,83.8,0,2.3,64.4,1007.3
1944,27/4/12,89.2,0,6.67,64.1,1007
1945,28/4/12,92.3,0,8.86,59,1003.7
1946,29/4/12,93.4,0,8.86,54.9,1003
1947,30/4/12,91.7,0,6.67,50.4,1002.6
1948,1/5/12,91.5,0,3.57,58.5,1003.5
1949,2/5/12,90.4,0,11.74,63.5,1004.7
1950,3/5/12,94.6,0,5.64,58.5,1002.7
1951,4/5/12,93.8,0,4.6,58.8,1000.2
1952,5/5/12,88.1,0,10.47,73.5,1002
1953,6/5/12,88.7,0,11.74,69.5,1004.7
1954,7/5/12,89.5,0,15.08,71.8,1004.4
1955,8/5/12,88.6,0,16.34,73.5,1005.1
1956,9/5/12,88.9,0,16.92,73.5,1006
1957,10/5/12,89.7,0,17.03,73.2,1006
1958,11/5/12,89.6,0,14.27,72.4,1004.1
1959,12/5/12,88.8,0,19.45,74.9,1001.8
1960,13/5/12,91,0,15.77,68.4,1002.6
1961,14/5/12,91.4,0,15.19,71.4,1003.4
1962,15/5/12,90.8466666666667,0,14.9106666666667,70.43,1002.73666666667
1963,16/5/12,91,0,29,71.7,1001.1
1964,17/5/12,88.8,0,22.67,72.8,1003.1
1965,18/5/12,88.7,0,15.19,73.3,1004.7
1966,19/5/12,90.8,0,16.46,68.3,1004.9
1967,20/5/12,89.5,0,14.38,71.7,1003.2
1968,21/5/12,90.3,0,14.61,71.4,1002.6
1969,22/5/12,92.5,0,8.98,71.5,1002.8
1970,23/5/12,92.6,0,15.54,71.8,1002.4
1971,24/5/12,92.8,0,21.52,71.5,1000.9
1972,25/5/12,90.5,0,17.84,72.3,1001.2
1973,26/5/12,92.2,0,11.28,69.1,1002.6
1974,27/5/12,93.5,0,12.31,64.1,1002.1
1975,28/5/12,92,0,17.49,72.9,1001.2
1976,29/5/12,91.1,0,21.52,77.3,1001.9
1977,30/5/12,89.8,0,19.56,78.1,999.6
1978,31/5/12,94.7,0,11.16,73.7,996.6
1979,1/6/12,94.6,0,17.84,74.4,996.7
1980,2/6/12,91.4,0,20.02,75.5,996.7
1981,3/6/12,89.2,0,25.32,75.3,996.5
1982,4/6/12,88.9,0,21.86,74.1,996.8
1983,5/6/12,89.2,0,25.55,74.7,995.8
1984,6/6/12,89,0,15.77,74.6,996.5
1985,7/6/12,90.3,0,16.11,73.4,999.4
1986,8/6/12,90.4,0,17.84,72.3,1001
1987,9/6/12,89.3,0,22.44,72.7,1000.9
1988,10/6/12,87.2,0,25.55,73.5,998.2
1989,11/6/12,87,0,23.48,74.5,997.5
1990,12/6/12,88.9,0,9.67,74.5,999.2
1991,13/6/12,93.3,0,10.01,71.4,999.9
1992,14/6/12,94.3,0,9.44,72.2,1000.2
1993,15/6/12,92.7,0,10.13,74.2,999.3
1994,16/6/12,88.6,0,27.85,76,996.7
1995,17/6/12,91.5,0,28.42,74.6,994.5
1996,18/6/12,91.7,0,28.19,74.4,995.7
1997,19/6/12,90.6,0,31.07,75.1,996.9
1998,20/6/12,90,0,33.37,73.4,996.5
1999,21/6/12,92.2,0,34.06,73.5,996.8
2000,22/6/12,89.8,0,33.14,75.2,997.3
2001,23/6/12,92.4,0,31.53,75.9,995.4
2002,24/6/12,90.8,0,30.61,75.7,994.4
2003,25/6/12,89.3,0,32.11,73.6,996.9
2004,26/6/12,88.1,0,32.45,73.2,997.3
2005,27/6/12,88.6,0,33.83,74.3,997.6
2006,28/6/12,89.1,0,29.34,75.6,998.5
2007,29/6/12,89,0,23.59,75.5,998.9
2008,30/6/12,88.9,0,25.09,75,997.3
2009,1/7/12,88.9,0,24.74,74.7,995.7
2010,2/7/12,89.4,0,18.18,75.2,995.7
2011,3/7/12,89.7,0,20.94,75.7,993.4
2012,4/7/12,89,0,21.75,75.7,993
2013,5/7/12,89.6,0,18.99,75.9,995.6
2014,6/7/12,87.9,0,19.45,76.1,995.3
2015,7/7/12,88.9,0,25.55,74.8,993.7
2016,8/7/12,89.6,0,18.41,75.5,995.7
2017,9/7/12,90.2,0,15.54,75.9,997.4
2018,10/7/12,91.5,0,8.63,76,997.5
2019,11/7/12,88.7,0.13,16.34,77.4,997.7
2020,12/7/12,90.4,0,23.82,76.4,998.2
2021,13/7/12,89.3,0,29,74.6,997.3
2022,14/7/12,88,0,29.34,73.8,996.9
2023,15/7/12,87.6,0,28.42,74.9,997.7
2024,16/7/12,89,0,16.92,75.7,999.9
2025,17/7/12,90.4,0,21.29,74.9,1000.4
2026,18/7/12,89.4,0,26.7,74.5,997.9
2027,19/7/12,88.9,0,30.27,75.7,994
2028,20/7/12,89.7,0,23.59,76.6,994.8
2029,21/7/12,90.7,0,11.39,75.8,998.5
2030,22/7/12,90.7,0,18.64,75.6,998.7
2031,23/7/12,87.9,0,26.47,75.5,995
2032,24/7/12,86.8,0,33.83,75.3,994.1
2033,25/7/12,87.8,0,29.58,74.8,995
2034,26/7/12,88.8,0,26.35,74,996.1
2035,27/7/12,89.3,0,19.56,74.1,996.4
2036,28/7/12,87.2,0,27.62,71.8,996.6
2037,29/7/12,86.6,0,34.18,73.1,997.5
2038,30/7/12,87,0,22.21,73.8,997.1
2039,31/7/12,86.3,0,20.94,72.6,996.3
2040,1/8/12,86.9,0,23.94,72.7,998.1
2041,2/8/12,86.7,0,27.85,71.9,997.7
2042,3/8/12,85.8,0,36.13,72.7,993.7
2043,4/8/12,87.6,0,31.19,74.3,993
2044,5/8/12,87.6,0,15.54,74.4,997.9
2045,6/8/12,88.4,0,18.76,74.5,1000.1
